REF_DATE,province,Immigrants,Net emigration,Net non-permanent residents
1989,Prince Edward Island,158.0,46.0,32.0
1989,Quebec,33946.0,3909.0,7172.0
1989,Saskatchewan,2143.0,683.0,220.0
1989,Yukon,102.0,27.0,30.0
1990,Alberta,19087.0,4043.0,-399.0
1990,British Columbia,29140.0,3347.0,2792.0
1990,Manitoba,6669.0,1135.0,150.0
1990,New Brunswick,855.0,596.0,-103.0
1990,Newfoundland and Labrador,553.0,122.0,-50.0
1990,Northwest Territories including Nunavut,84.0,68.0,73.0
1990,Nova Scotia,1572.0,465.0,-151.0
1990,Ontario,114770.0,10997.0,-5993.0
1990,Prince Edward Island,176.0,12.0,-4.0
1990,Quebec,41043.0,3593.0,-7377.0
1990,Saskatchewan,2385.0,598.0,111.0
1990,Yukon,90.0,35.0,0.0
1991,Alberta,17061.0,7122.0,-5532.0
1991,British Columbia,32382.0,5684.0,-5424.0
1991,Manitoba,5661.0,1632.0,-290.0
1991,New Brunswick,689.0,648.0,-112.0
1991,Newfoundland and Labrador,639.0,263.0,1024.0
1991,Northwest Territories,64.0,20.0,-18.0
1991,Northwest Territories including Nunavut,56.0,22.0,8.0
1991,Nova Scotia,1500.0,794.0,-654.0
1991,Nunavut,6.0,6.0,-3.0
1991,Ontario,120075.0,19573.0,-29824.0
1991,Prince Edward Island,151.0,85.0,-20.0
1991,Quebec,51947.0,6667.0,-13374.0
1991,Saskatchewan,2458.0,818.0,-475.0
1991,Yukon,87.0,62.0,33.0
1992,Alberta,17798.0,7242.0,-1556.0
1992,British Columbia,37037.0,6841.0,-719.0
1992,Manitoba,5101.0,1874.0,-392.0
1992,New Brunswick,756.0,813.0,-167.0
1992,Newfoundland and Labrador,789.0,231.0,2093.0
1992,Northwest Territories,94.0,48.0,-66.0
1992,Nova Scotia,2362.0,752.0,-192.0
1992,Nunavut,19.0,20.0,-12.0
1992,Ontario,139247.0,21891.0,-27161.0
1992,Prince Edward Island,151.0,77.0,14.0
1992,Quebec,48838.0,7799.0,-3617.0
1992,Saskatchewan,2529.0,1059.0,-138.0
1992,Yukon,135.0,74.0,-20.0
1993,Alberta,18578.0,6695.0,-3727.0
1993,British Columbia,45969.0,6873.0,-4417.0
1993,Manitoba,4860.0,1710.0,-424.0
1993,New Brunswick,708.0,564.0,-112.0
1993,Newfoundland and Labrador,803.0,192.0,-1626.0
1993,Northwest Territories,139.0,44.0,-23.0
1993,Nova Scotia,3022.0,646.0,-245.0
1993,Nunavut,36.0,15.0,-3.0
1993,Ontario,134996.0,24787.0,-42617.0
1993,Prince Edward Island,163.0,51.0,31.0
1993,Quebec,44977.0,7983.0,-9803.0
1993,Saskatchewan,2398.0,1054.0,-283.0
1993,Yukon,105.0,43.0,-43.0
1994,Alberta,18021.0,7031.0,-1838.0
1994,British Columbia,49146.0,6642.0,163.0
1994,Manitoba,4137.0,1740.0,-230.0
1994,New Brunswick,627.0,542.0,-208.0
1994,Newfoundland and Labrador,565.0,248.0,-1158.0
1994,Northwest Territories,135.0,30.0,-35.0
1994,Nova Scotia,3471.0,882.0,-408.0
1994,Nunavut,24.0,3.0,-7.0
1994,Ontario,117635.0,27892.0,-12204.0
1994,Prince Edward Island,162.0,67.0,13.0
1994,Quebec,28094.0,9527.0,-342.0
1994,Saskatchewan,2260.0,1051.0,-238.0
1994,Yukon,118.0,27.0,-8.0
1995,Alberta,14360.0,6280.0,707.0
1995,British Columbia,44603.0,6075.0,5116.0
1995,Manitoba,3605.0,1422.0,-127.0
1995,New Brunswick,644.0,420.0,-11.0
1995,Newfoundland and Labrador,575.0,218.0,-789.0
1995,Northwest Territories,108.0,42.0,4.0
1995,Nova Scotia,3589.0,921.0,-74.0
1995,Nunavut,10.0,5.0,0.0
1995,Ontario,115944.0,25691.0,-10231.0
1995,Prince Edward Island,166.0,46.0,66.0
1995,Quebec,27228.0,9028.0,5279.0
1995,Saskatchewan,1949.0,1043.0,206.0
1995,Yukon,94.0,61.0,23.0
1996,Alberta,13889.0,5797.0,1056.0
1996,British Columbia,52025.0,7598.0,3190.0
1996,Manitoba,3928.0,1401.0,-255.0
1996,New Brunswick,718.0,222.0,-111.0
1996,Newfoundland and Labrador,585.0,186.0,-411.0
1996,Northwest Territories,87.0,41.0,30.0
1996,Nova Scotia,3225.0,765.0,-41.0
1996,Nunavut,12.0,15.0,6.0
1996,Ontario,119719.0,23862.0,-12233.0
1996,Prince Edward Island,154.0,19.0,77.0
1996,Quebec,29806.0,8871.0,-1142.0
1996,Saskatchewan,1819.0,1031.0,164.0
1996,Yukon,94.0,33.0,3.0
1997,Alberta,12833.0,7385.0,1704.0
1997,British Columbia,47848.0,11447.0,1917.0
1997,Manitoba,3715.0,1834.0,258.0
1997,New Brunswick,663.0,406.0,129.0
1997,Newfoundland and Labrador,418.0,300.0,-83.0
1997,Northwest Territories,82.0,47.0,17.0
1997,Nova Scotia,2837.0,942.0,271.0
1997,Nunavut,18.0,26.0,5.0
1997,Ontario,117716.0,27917.0,-2040.0
1997,Prince Edward Island,145.0,59.0,-106.0
1997,Quebec,27934.0,11166.0,-1566.0
1997,Saskatchewan,1737.0,1212.0,299.0
1997,Yukon,88.0,62.0,-14.0
1998,Alberta,11198.0,6260.0,922.0
1998,British Columbia,35990.0,11499.0,-111.0
1998,Manitoba,3004.0,1574.0,-10.0
1998,New Brunswick,729.0,405.0,105.0
1998,Newfoundland and Labrador,401.0,236.0,62.0
1998,Northwest Territories,53.0,51.0,33.0
1998,Nova Scotia,2056.0,935.0,318.0
1998,Nunavut,11.0,26.0,5.0
1998,Ontario,92346.0,25180.0,-1286.0
1998,Prince Edward Island,136.0,95.0,29.0
1998,Quebec,26626.0,10299.0,694.0
1998,Saskatchewan,1572.0,1221.0,142.0
1998,Yukon,62.0,61.0,18.0
1999,Alberta,12089.0,5471.0,1483.0
1999,British Columbia,36106.0,12050.0,4588.0
1999,Manitoba,3725.0,1144.0,626.0
1999,New Brunswick,662.0,495.0,506.0
1999,Newfoundland and Labrador,423.0,285.0,394.0
1999,Northwest Territories,57.0,35.0,23.0
1999,Nova Scotia,1609.0,852.0,609.0
1999,Nunavut,14.0,22.0,-15.0
1999,Ontario,104165.0,23509.0,10892.0
1999,Prince Edward Island,137.0,93.0,110.0
1999,Quebec,29179.0,9176.0,2692.0
1999,Saskatchewan,1726.0,1204.0,522.0
1999,Yukon,79.0,51.0,1.0
2000,Alberta,14349.0,6505.0,1771.0
2000,British Columbia,37413.0,12752.0,4605.0
2000,Manitoba,4647.0,1130.0,294.0
2000,New Brunswick,761.0,666.0,242.0
2000,Newfoundland and Labrador,417.0,337.0,79.0
2000,Northwest Territories,82.0,36.0,53.0
2000,Nova Scotia,1605.0,1032.0,256.0
2000,Nunavut,12.0,21.0,4.0
2000,Ontario,133502.0,23843.0,18148.0
2000,Prince Edward Island,188.0,81.0,-25.0
2000,Quebec,32502.0,9306.0,2885.0
2000,Saskatchewan,1891.0,1357.0,119.0
2000,Yukon,60.0,43.0,2.0
2001,Alberta,16406.0,6343.0,4513.0
2001,British Columbia,38484.0,13945.0,9626.0
2001,Manitoba,4592.0,1340.0,658.0
2001,New Brunswick,798.0,857.0,438.0
2001,Newfoundland and Labrador,392.0,465.0,-56.0
2001,Northwest Territories,95.0,36.0,53.0
2001,Nova Scotia,1698.0,1285.0,994.0
2001,Nunavut,13.0,29.0,9.0
2001,Ontario,148654.0,25234.0,25971.0
2001,Prince Edward Island,134.0,98.0,13.0
2001,Quebec,37604.0,8525.0,4644.0
2001,Saskatchewan,1703.0,1182.0,443.0
2001,Yukon,65.0,52.0,-20.0
2002,Alberta,14782.0,3978.0,1883.0
2002,British Columbia,34057.0,11818.0,6336.0
2002,Manitoba,4615.0,959.0,761.0
2002,New Brunswick,705.0,533.0,452.0
2002,Newfoundland and Labrador,404.0,396.0,252.0
2002,Northwest Territories,60.0,38.0,-24.0
2002,Nova Scotia,1419.0,990.0,760.0
2002,Nunavut,12.0,28.0,10.0
2002,Ontario,133590.0,20599.0,16327.0
2002,Prince Edward Island,107.0,86.0,18.0
2002,Quebec,37581.0,5512.0,1957.0
2002,Saskatchewan,1667.0,704.0,353.0
2002,Yukon,50.0,41.0,48.0
2003,Alberta,15837.0,4991.0,1935.0
2003,British Columbia,35233.0,12516.0,5045.0
2003,Manitoba,6503.0,1079.0,783.0
2003,New Brunswick,666.0,446.0,406.0
2003,Newfoundland and Labrador,359.0,365.0,100.0
2003,Northwest Territories,94.0,59.0,89.0
2003,Nova Scotia,1474.0,941.0,551.0
2003,Nunavut,9.0,27.0,1.0
2003,Ontario,119733.0,22829.0,13108.0
2003,Prince Edward Island,154.0,128.0,33.0
2003,Quebec,39560.0,5810.0,624.0
2003,Saskatchewan,1668.0,658.0,255.0
2003,Yukon,59.0,27.0,13.0
2004,Alberta,16480.0,4533.0,2220.0
2004,British Columbia,37030.0,13199.0,4188.0
2004,Manitoba,7427.0,1080.0,764.0
2004,New Brunswick,796.0,611.0,333.0
2004,Newfoundland and Labrador,579.0,451.0,-98.0
2004,Northwest Territories,89.0,68.0,15.0
2004,Nova Scotia,1774.0,1242.0,367.0
2004,Nunavut,8.0,28.0,11.0
2004,Ontario,125107.0,26163.0,5304.0
2004,Prince Edward Island,310.0,123.0,47.0
2004,Quebec,44252.0,7059.0,809.0
2004,Saskatchewan,1945.0,500.0,243.0
2004,Yukon,62.0,28.0,22.0
2005,Alberta,19407.0,4014.0,3143.0
2005,British Columbia,44770.0,10976.0,4600.0
2005,Manitoba,8097.0,1679.0,569.0
2005,New Brunswick,1091.0,775.0,181.0
2005,Newfoundland and Labrador,497.0,495.0,105.0
2005,Northwest Territories,84.0,59.0,-11.0
2005,Nova Scotia,1929.0,1120.0,188.0
2005,Nunavut,12.0,32.0,6.0
2005,Ontario,140530.0,25706.0,-5135.0
2005,Prince Edward Island,330.0,94.0,11.0
2005,Quebec,43315.0,6892.0,-938.0
2005,Saskatchewan,2119.0,563.0,440.0
2005,Yukon,65.0,31.0,0.0
2006,Alberta,20717.0,3458.0,7541.0
2006,British Columbia,42096.0,11419.0,4004.0
2006,Manitoba,10049.0,1279.0,567.0
2006,New Brunswick,1646.0,433.0,95.0
2006,Newfoundland and Labrador,508.0,295.0,182.0
2006,Northwest Territories,98.0,66.0,-9.0
2006,Nova Scotia,2586.0,746.0,209.0
2006,Nunavut,12.0,32.0,1.0
2006,Ontario,125899.0,24231.0,-537.0
2006,Prince Edward Island,565.0,66.0,156.0
2006,Quebec,44682.0,5443.0,685.0
2006,Saskatchewan,2726.0,390.0,-175.0
2006,Yukon,65.0,32.0,22.0
2007,Alberta,20866.0,5306.0,17320.0
2007,British Columbia,38982.0,13221.0,9965.0
2007,Manitoba,10960.0,1036.0,1404.0
2007,New Brunswick,1643.0,304.0,344.0
2007,Newfoundland and Labrador,546.0,213.0,119.0
2007,Northwest Territories,88.0,84.0,-22.0
2007,Nova Scotia,2530.0,495.0,269.0
2007,Nunavut,19.0,18.0,6.0
2007,Ontario,111332.0,24245.0,8672.0
2007,Prince Edward Island,992.0,44.0,166.0
2007,Quebec,45206.0,6276.0,4896.0
2007,Saskatchewan,3516.0,177.0,782.0
2007,Yukon,83.0,36.0,37.0
2008,Alberta,24209.0,6484.0,23665.0
2008,British Columbia,44006.0,12143.0,17819.0
2008,Manitoba,11229.0,853.0,756.0
2008,New Brunswick,1856.0,267.0,702.0
2008,Newfoundland and Labrador,627.0,245.0,298.0
2008,Northwest Territories,127.0,84.0,63.0
2008,Nova Scotia,2651.0,525.0,972.0
2008,Nunavut,50.0,21.0,-29.0
2008,Ontario,110904.0,24470.0,15649.0
2008,Prince Edward Island,1454.0,39.0,169.0
2008,Quebec,45204.0,7226.0,9646.0
2008,Saskatchewan,4835.0,288.0,1856.0
2008,Yukon,110.0,33.0,103.0
2009,Alberta,27024.0,4876.0,8037.0
2009,British Columbia,41447.0,10946.0,16282.0
2009,Manitoba,13523.0,817.0,371.0
2009,New Brunswick,1914.0,258.0,316.0
2009,Newfoundland and Labrador,606.0,166.0,412.0
2009,Northwest Territories,107.0,45.0,-40.0
2009,Nova Scotia,2388.0,518.0,1376.0
2009,Nunavut,10.0,24.0,7.0
2009,Ontario,106876.0,17616.0,16111.0
2009,Prince Edward Island,1759.0,29.0,263.0
2009,Quebec,49500.0,5492.0,10848.0
2009,Saskatchewan,6890.0,324.0,1887.0
2009,Yukon,174.0,20.0,107.0
2010,Alberta,32657.0,4387.0,-9169.0
2010,British Columbia,44195.0,12111.0,643.0
2010,Manitoba,15814.0,913.0,-531.0
2010,New Brunswick,2125.0,173.0,313.0
2010,Newfoundland and Labrador,715.0,174.0,108.0
2010,Northwest Territories,137.0,48.0,-2.0
2010,Nova Scotia,2397.0,551.0,1718.0
2010,Nunavut,19.0,26.0,17.0
2010,Ontario,118124.0,17491.0,15065.0
2010,Prince Edward Island,2593.0,82.0,178.0
2010,Quebec,53998.0,6021.0,3303.0
2010,Saskatchewan,7615.0,191.0,216.0
2010,Yukon,350.0,19.0,68.0
2011,Alberta,30964.0,4981.0,1690.0
2011,British Columbia,34787.0,12754.0,12865.0
2011,Manitoba,15974.0,608.0,-137.0
2011,New Brunswick,1967.0,254.0,159.0
2011,Newfoundland and Labrador,685.0,219.0,580.0
2011,Northwest Territories,85.0,62.0,-11.0
2011,Nova Scotia,2136.0,868.0,1173.0
2011,Nunavut,24.0,31.0,3.0
2011,Ontario,99457.0,22764.0,21154.0
2011,Prince Edward Island,1739.0,78.0,184.0
2011,Quebec,51724.0,7756.0,3900.0
2011,Saskatchewan,8956.0,506.0,1326.0
2011,Yukon,237.0,51.0,-84.0
2012,Alberta,36092.0,4946.0,6231.0
2012,British Columbia,36235.0,12029.0,10687.0
2012,Manitoba,13331.0,419.0,1254.0
2012,New Brunswick,2212.0,218.0,249.0
2012,Newfoundland and Labrador,733.0,289.0,804.0
2012,Northwest Territories,165.0,52.0,5.0
2012,Nova Scotia,2336.0,755.0,923.0
2012,Nunavut,20.0,28.0,1.0
2012,Ontario,99121.0,23083.0,19769.0
2012,Prince Edward Island,1102.0,70.0,217.0
2012,Quebec,55024.0,7723.0,4068.0
2012,Saskatchewan,11175.0,746.0,2016.0
2012,Yukon,279.0,68.0,-17.0
2013,Alberta,36632.0,4264.0,18545.0
2013,British Columbia,36213.0,12715.0,11872.0
2013,Manitoba,13121.0,419.0,1415.0
2013,New Brunswick,2020.0,245.0,231.0
2013,Newfoundland and Labrador,833.0,286.0,730.0
2013,Northwest Territories,150.0,36.0,71.0
2013,Nova Scotia,2527.0,633.0,64.0
2013,Nunavut,11.0,31.0,4.0
2013,Ontario,103567.0,23717.0,15802.0
2013,Prince Edward Island,1000.0,47.0,22.0
2013,Quebec,51978.0,8266.0,1978.0
2013,Saskatchewan,10678.0,741.0,2283.0
2013,Yukon,316.0,50.0,-33.0
2014,Alberta,42523.0,5222.0,-3929.0
2014,British Columbia,35170.0,11977.0,8958.0
2014,Manitoba,16234.0,881.0,1283.0
2014,New Brunswick,2837.0,432.0,64.0
2014,Newfoundland and Labrador,899.0,258.0,134.0
2014,Northwest Territories,167.0,37.0,-60.0
2014,Nova Scotia,2670.0,719.0,177.0
2014,Nunavut,23.0,29.0,-3.0
2014,Ontario,95778.0,24883.0,6817.0
2014,Prince Edward Island,1630.0,107.0,156.0
2014,Quebec,50245.0,9566.0,3833.0
2014,Saskatchewan,11828.0,813.0,-433.0
2014,Yukon,304.0,32.0,-27.0
2015,Alberta,47234.0,5700.0,-15067.0
2015,British Columbia,35731.0,11893.0,-20411.0
2015,Manitoba,14898.0,967.0,5239.0
2015,New Brunswick,2578.0,433.0,717.0
2015,Newfoundland and Labrador,1119.0,292.0,523.0
2015,Northwest Territories,211.0,40.0,27.0
2015,Nova Scotia,3420.0,706.0,2596.0
2015,Nunavut,37.0,30.0,40.0
2015,Ontario,103630.0,25464.0,11673.0
2015,Prince Edward Island,1190.0,117.0,846.0
2015,Quebec,49030.0,9866.0,3631.0
2015,Saskatchewan,12522.0,1000.0,828.0
2015,Yukon,267.0,58.0,28.0
2016,Alberta,49256.0,7467.0,-8314.0
2016,British Columbia,38089.0,12810.0,17875.0
2016,Manitoba,16828.0,1197.0,4722.0
2016,New Brunswick,4717.0,331.0,361.0
2016,Newfoundland and Labrador,1200.0,361.0,690.0
2016,Northwest Territories,183.0,40.0,55.0
2016,Nova Scotia,5511.0,710.0,1898.0
2016,Nunavut,36.0,-3.0,-61.0
2016,Ontario,109919.0,23820.0,56709.0
2016,Prince Edward Island,2313.0,139.0,651.0
2016,Quebec,53242.0,8956.0,12840.0
2016,Saskatchewan,14880.0,842.0,1117.0
2016,Yukon,211.0,102.0,179.0
2017,Alberta,42120.0,6707.0,-4318.0
2017,British Columbia,38465.0,12062.0,26840.0
2017,Manitoba,14639.0,1439.0,5913.0
2017,New Brunswick,3660.0,282.0,523.0
2017,Newfoundland and Labrador,1183.0,154.0,138.0
2017,Northwest Territories,238.0,18.0,28.0
2017,Nova Scotia,4516.0,680.0,1700.0
2017,Nunavut,40.0,-12.0,30.0
2017,Ontario,112041.0,15172.0,70232.0
2017,Prince Edward Island,2343.0,44.0,698.0
2017,Quebec,52381.0,6635.0,35932.0
2017,Saskatchewan,14686.0,580.0,66.0
2017,Yukon,225.0,71.0,252.0
2018,Alberta,42014.0,5141.0,-1561.0
2018,British Columbia,44854.0,10166.0,28027.0
2018,Manitoba,15225.0,885.0,4037.0
2018,New Brunswick,4609.0,290.0,1283.0
2018,Newfoundland and Labrador,1527.0,130.0,62.0
2018,Northwest Territories,279.0,-5.0,-105.0
2018,Nova Scotia,5983.0,731.0,3188.0
2018,Nunavut,28.0,0.0,-4.0
2018,Ontario,137469.0,14400.0,74787.0
2018,Prince Edward Island,2127.0,-11.0,1175.0
2018,Quebec,51124.0,5397.0,43573.0
2018,Saskatchewan,15508.0,744.0,338.0
2018,Yukon,307.0,47.0,117.0
2019,Alberta,43717.0,5235.0,6044.0
2019,British Columbia,50228.0,8349.0,28980.0
2019,Manitoba,18868.0,1024.0,221.0
2019,New Brunswick,6004.0,129.0,1503.0
2019,Newfoundland and Labrador,1857.0,147.0,588.0
2019,Northwest Territories,197.0,-2.0,41.0
2019,Nova Scotia,7595.0,335.0,3333.0
2019,Nunavut,40.0,0.0,35.0
2019,Ontario,153384.0,15396.0,82943.0
2019,Prince Edward Island,2447.0,15.0,1177.0
2019,Quebec,40566.0,4083.0,63631.0
2019,Saskatchewan,15871.0,1046.0,1211.0
2019,Yukon,400.0,34.0,74.0
2020,Alberta,22970.0,3258.0,-8547.0
2020,British Columbia,28482.0,4495.0,-27142.0
2020,Manitoba,8608.0,824.0,-1778.0
2020,New Brunswick,2888.0,-26.0,-219.0
2020,Newfoundland and Labrador,898.0,81.0,-1145.0
2020,Northwest Territories,124.0,-10.0,-59.0
2020,Nova Scotia,3521.0,28.0,-2371.0
2020,Nunavut,20.0,0.0,-19.0
2020,Ontario,82956.0,8070.0,-47042.0
2020,Prince Edward Island,1292.0,9.0,101.0
2020,Quebec,25233.0,1790.0,-6045.0
2020,Saskatchewan,7426.0,670.0,-1694.0
2020,Yukon,176.0,46.0,-106.0
2021,Alberta,39391.0,5607.0,1257.0
2021,British Columbia,69472.0,8434.0,12825.0
2021,Manitoba,16576.0,1001.0,2280.0
2021,New Brunswick,5315.0,233.0,3822.0
2021,Newfoundland and Labrador,2049.0,182.0,1308.0
2021,Northwest Territories,297.0,-12.0,-37.0
2021,Nova Scotia,9168.0,408.0,2495.0
2021,Nunavut,39.0,0.0,-1.0
2021,Ontario,199304.0,15558.0,41985.0
2021,Prince Edward Island,2613.0,39.0,588.0
2021,Quebec,50275.0,4837.0,9266.0
2021,Saskatchewan,10951.0,772.0,1263.0
2021,Yukon,596.0,72.0,1.0
2022,Alberta,49535.0,4892.0,40293.0
2022,British Columbia,61229.0,8577.0,89579.0
2022,Manitoba,21673.0,741.0,13767.0
2022,New Brunswick,10227.0,245.0,6933.0
2022,Newfoundland and Labrador,3495.0,148.0,3540.0
2022,Northwest Territories,233.0,-15.0,137.0
2022,Nova Scotia,12650.0,481.0,9640.0
2022,Nunavut,43.0,0.0,-8.0
2022,Ontario,185005.0,13944.0,232807.0
2022,Prince Edward Island,2668.0,25.0,1741.0
2022,Quebec,68721.0,5181.0,94016.0
2022,Saskatchewan,21679.0,761.0,7432.0
2022,Yukon,454.0,35.0,384.0
2023,Alberta,57581.0,5081.0,78370.0
2023,British Columbia,70827.0,8726.0,128141.0
2023,Manitoba,24909.0,732.0,21279.0
2023,New Brunswick,11449.0,248.0,11343.0
2023,Newfoundland and Labrador,5486.0,152.0,3193.0
2023,Northwest Territories,329.0,-14.0,267.0
2023,Nova Scotia,11807.0,491.0,14281.0
2023,Nunavut,57.0,0.0,71.0
2023,Ontario,206834.0,14454.0,360151.0
2023,Prince Edward Island,3618.0,30.0,1974.0
2023,Quebec,52811.0,5185.0,174171.0
2023,Saskatchewan,25173.0,782.0,11264.0
2023,Yukon,890.0,36.0,396.0
2024,Alberta,15388.0,1660.0,19165.0
2024,British Columbia,17760.0,2761.0,25272.0
2024,Manitoba,5692.0,216.0,3516.0
2024,New Brunswick,3999.0,90.0,-218.0
2024,Newfoundland and Labrador,1407.0,61.0,295.0
2024,Northwest Territories,116.0,-1.0,94.0
2024,Nova Scotia,3999.0,174.0,289.0
2024,Nunavut,9.0,0.0,12.0
2024,Ontario,52781.0,5783.0,45724.0
2024,Prince Edward Island,1330.0,24.0,-338.0
2024,Quebec,13369.0,1544.0,36966.0
2024,Saskatchewan,5611.0,288.0,1033.0
2024,Yukon,297.0,13.0,0.0
